date,title,link,content
2023-08-08 15:13:02,뉴진스 '잼버리' 피날레 빛내나…'K팝 콘서트' 11일 오후 7시 상암서 개최,https://n.news.naver.com/mnews/article/011/0004223952?sid=102,"[




걸그룹 뉴진스. 사진제공=어도어[서울경제] 진행 과정에서 여러 논란을 낳은 '2023 새만금 세계 스카우트 잼버리'의 대미를 장식할 행사인 'K팝 슈퍼 라이브' 콘서트가 오는 11일 오후 7시 서울월드컵경기장에서 진행된다.문화체육관광부는 오는 11일 오후 7시부터 두 시간 동안 서울 마포구 소재 서울월드컵경기장(상암경기장)에서 'K팝 슈퍼 라이브' 콘서트가 열린다고 8일 밝혔다. 새만금 잼버리의 폐영식도 같은 곳에서 공연에 앞서 진행된다.문체부는 서울월드컵경기장으로의 콘서트 장소 재변경은 태풍 카눈의 한반도 통과 예보에 따른 불가피한 결정이라고 설명했다.앞서 'K팝 슈퍼 라이브'는 지난 6일 새만금 야외 특설 무대에서 진행될 예정이었으나 온열질환이 우려되는 현장 상황 등을 고려해 11일 전주월드컵경기장으로 일정과 장소가 한 차례 변경된 바 있다.공연 라인업은 아직 확정되지 않았지만 걸그룹 뉴진스는 당초 같은 날 출연할 예정으로 알려졌던 KBS의 '뮤직뱅크'가 결방하면서 이번 콘서트 무대에 오를 것으로 보인다. 뉴진스는 데뷔 1년여 만인 지난주 미니 2집 ‘겟 업(Get Up)’을 '빌보드 200' 1위에 올리고 타이틀곡 전곡을 메인 싱글 차트인 '핫100'에 진입시키는 등 주목받고 있다. K팝 걸그룹이 '핫100'에 세 곡 이상을 동시에 올려놓은 것은 뉴진스가 처음이다.이 밖에도 같은 날 방송 예정이었다가 취소된 '뮤직뱅크'에 출연할 계획이었던 다른 가수들도 콘서트에 참여할 것으로 전망된다.한 엔터테인먼트 업계 관계자는 ""'뮤직뱅크'에 출연하기로 돼 있던 가수들이 'K팝 슈퍼 라이브' 무대에 서게 된다고 들었다""며 ""공식 라인업은 조만간 발표될 것""이라고 설명했다.
]"
2023-08-08 06:01:30,"뉴진스 파워?…안드로이드폰 쓰던 1020, 절반 이상 아이폰으로 '환승'",https://n.news.naver.com/mnews/article/003/0012018480?sid=105,"[
30대 미만 85%는 '안드로이드' 첫 폰…53% 아이폰으로 갈아탔다아이폰 카메라 성능·이미지 등 영향…충성 고객도 76%



[쿠퍼티노=AP/뉴시스] 애플이 7일(현지시간) 미 캘리포니아주 쿠퍼티노의 애플파크에서 신제품 공개 행사를 열고 아이폰14 시리즈를 선보이고 있다. 애플은 이날 애플워치 시리즈, 에어팟 등을 함께 공개했다. 2022.09.08.[서울=뉴시스]윤현성 기자 = 우리나라의 1020 청년층 스마트폰 사용자 10명 중 약 9명은 첫 스마트폰으로 삼성전자 등 안드로이드폰을 구매한 것으로 나타났다. 하지만 현재는 이들 중 절반 이상이 아이폰으로 갈아탔다.7일 글로벌 시장조사업체 카운터포인트리서치에 따르면 30세 미만 국내 스마트폰 사용자의 약 85%는 첫 스마트폰으로 삼성전자, LG전자 등 안드로이드폰을 사용한 것으로 조사됐다.안드로이드폰의 선호도가 이 정도로 높은 것은 청소년기 첫 스마트폰을 사주는 부모님 등의 영향이 가장 큰 것으로 보인다. 첫 스마트폰으로 안드로이드를 사용한 이유를 묻는 질문에 '가족이나 친구의 추천'이 가장 많았다. 카운터포인트 또한 부모님과 같은 실제 구매력 있는 사람들의 선호가 우선시됐기 때문이라고 분석했다.하지만 이처럼 첫 스마트폰을 안드로이드를 택했던 이들 중 약 53%는 현재 아이폰을 사용하고 있다고 답했다. 절반 이상이 안드로이드를 떠나 아이폰으로 환승한 것.아이폰 환승 이유로는 '성능(32%)'과 '브랜드 이미지(31%)'가 1, 2위를 차지했다. 특히 카메라 성능에 대한 기대감과 만족감이 아이폰 사용에 큰 영향을 끼친 것으로 나타났다. 카운터포인트는 애플이 이미징 기술을 전담하는 R&amp;D(연구개발) 센터를 다수 운영하고 있고, 하드웨어와 소프트웨어가 잘 조화돼 카메라 성능을 극대화했다고 평가했다.



애플은 21일 세계적인 주목을 받고 있는 그룹 뉴진스가 공개한 신곡 'ETA'의 뮤직비디오를 통해 새로운 '아이폰으로 찍다' 캠페인의 시작을 알렸다. (사진=애플 제공) *재판매 및 DB 금지이에 더해 애플이 최근 한국 시장에서 '샷 온 아이폰(Shot on iPhone)' 캠페인을 진행하며 국내 셀럽들과 콜라보를 진행하는 것도 적지 않은 영향을 준 것으로 보인다. 애플은 걸그룹 뉴진스, 박찬욱 감독 등과 함께 아이폰으로 뮤직비디오·단편 영화 등을 촬영하며 카메라 성능을 강조했다. 특히 뉴진스가 신곡 'ETA'의 뮤직비디오를 아이폰14 프로 맥스로 촬영하고, 뮤직비디오 내에도 아이폰이 계속 등장하며 큰 화제를 낳았다. 지난달 30일에도 SBS '인기가요'의 ETA 무대에서 공연 중간 아이폰14를 꺼내드는 퍼포먼스를 선보이며 눈길을 끌었다. 하니, 민지 등이 아이폰 카메라로 찍는 영상이 방송 화면에 담겼고, 공연이 끝난 뒤 엔딩 장면도 아이폰으로 찍은 영상이었다.그렇다면 첫 스마트폰으로 아이폰을 구매했던 이들은 어떨까. 아이폰을 첫 스마트폰으로 구매한 사용자 가운데 92%는 여전히 아이폰을 이용하고 있는 것으로 나타났다. 또 이들 중 76%는 앞으로도 안드로이드폰을 사용할 생각이 없다고 답했다. 안드로이드와 달리 아이폰은 기존 사용자들의 충성도를 완전히 굳혀놓은 양상이다. 아이폰 이용자들은 안드로이드폰 전환을 꺼리는 이유에 대해 '디자인(52%)'과 '성능(29%)' 문제를 꼽았다.물론 안드로이드폰이 단점만 있는 것은 아니다. 전 연령대를 고려하면 아이폰에서 안드로이드폰으로 전환한 응답자의 과반은 삼성페이, UI(이용자 환경) 등 사용하기 쉬운 기능을 아이폰과의 차별점으로 꼽았다. 향후 아이폰→안드로이드폰 전환 의사를 밝힌 소수 응답자도 이같은 편의 기능을 언급한 것으로 알려졌다. 카운터포인트는 ""애플은 안드로이드폰 이용자를 데려올 뿐 아니라 기존 아이폰 사용자들의 충성도 굳히기까지 성공한 것으로 보인다""며 ""안드로이드 스마트폰 브랜드는 향후 새로운 사용자를 끌어오고 충성 고객을 확보하려면 편의성에 중점에 둔 마케팅 전략이 효과적일 것""이라고 진단했다.  한편 카운터포인트는 올 상반기 국내 스마트폰 소비자 1000명을 대상으로 설문조사를 진행해 스마트폰 브랜드 사용률 및 선호도 등을 분석했다.
]"
2023-08-07 19:47:01,"""걸그룹 뉴진스 온대""…잼버리 K팝 콘서트 출연 확정 '환호'",https://n.news.naver.com/mnews/article/015/0004877184?sid=102,"[




뉴진스가 지난 3일(현지시간) K팝 걸그룹 최초로 미국 시카고 그랜드파크에서 열린 '롤라팔루자 시카고'에서 공연했다고 소속사 어도어가 4일 밝혔다. 사진은 뉴진스가 '롤라팔루자 시카고'에서 공연하는 모습. 어도어 제공.'2023 새만큼 세계스카우트 잼버리 K팝 슈퍼라이브'(이하 '잼버리 K팝 콘서트') 장소가 당초 전주월드컵경기장에서 서울로 변경된 가운데 이 콘서트에 걸그룹 '뉴진스'의 출연이 확정된 것으로 알려졌다.7일 공연업계에 따르면 최근 미국 공연을 마치고 귀국한 뉴진스의 잼버리 K팝 공연이 확정됐다. 보이그룹 세븐틴은 공연 장소에 따라 출연 여부가 유동적인 것으로 알려졌다.김현숙 여성가족부 장관은 이날 브리핑에서 ""K팝 콘서트 공연계획도 자연재난 비상대피계획 속에서 여러 사안을 점검하고 있다""며 ""세계연맹 측의 체류 지역을 고려해, 그 대상에 상암월드컵경기장 등을 대안으로 모색하고 있다""고 말했다.한편 정부는 태풍 카눈이 경로를 바꿔 한반도로 상륙할 가능성이 점차 커지자 새만금 잼버리 관련 플랜B를 가동한다고 이날 밝혔다.당초 전북 부안 새만금 야외무대에서 전날 열기로 했던 잼버리 K팝 콘서트는 폭염으로 온열질환자가 속출하자 장소·일정을 바꿔 오는 11일 전주월드컵경기장에서 열릴 예정이었다.그러나 태풍 카눈이 북상함에 따라 서울로 장소를 바꿨다. 현재 상암월드컵경기장 등이 공연 장소로 검토되고 있다.기상청에 따르면 카눈은 오는 9일부터 전국 대부분 지역에 영향을 미칠 것으로 보인다. 태풍은 한반도 전역에 호우·강풍을 몰고 올 것으로 예상된다.이에 따라 새만금 세계스카우트잼버리는 조기 종료를 결정했다. 참가자 3만6000여명은 8일 오전 10시부터 순차적으로 야영장에서 떠난다.
]"
2023-08-07 09:31:01,"뉴진스, 롤라팔루자 무대 소감 ""저희 노래 떼창 때 소름""",https://n.news.naver.com/mnews/article/079/0003798983?sid=103,"[




뉴진스는 지난 3일(현지 시간) 미국 시카고에서 열린 '롤라팔루자 2023' 무대에 올라 총 12곡의 무대를 선보였다. 어도어 제공대형 음악 축제 '롤라팔루자 시카고 2023'에서 미국 내 첫 공연을 펼쳐 호평받은 신인 여성 아이돌 그룹 뉴진스(NewJeans)가 소감을 전했다.뉴진스는 7일 소속사 어도어를 통해 '롤라팔루자 시카고 2023' 무대에 선 소감을 밝혔다. 뉴진스는 데뷔 갓 1년을 넘긴 시점에서, K팝 걸그룹 가운데 처음으로 '롤라팔루자'에 데뷔해 눈길을 끌었다.민지는 ""무대에 올라가기 직전까지 얼마나 많은 분들이 왔을지 가늠할 수 없었는데 무대에 올라가는 순간 정말 많은 관중과 빙키봉(응원봉)을 보고 신났다""라고, 해린은 ""공연장 분위기가 정말 뜨거웠다. 기분 좋은 떨림과 설렘을 느꼈고, 좋은 경험이 됐다""라고 말했다.하니는 ""진짜 꿈 같았다. 저희 노래를 다 같이 '떼창'하실 때는 소름이 돋았다""라며 ""무대하는 내내 에너지를 많이 받은, 절대 잊을 수 없는 첫 페스티벌이었다""라고 전했다. 혜인은 ""무대를 시작하기 전에는 많이 떨렸지만 무대를 시작한 순간에는 현장의 신나는 분위기에 집중했던 것 같다. 우리의 음악을 듣고 함께 즐기시는 게 눈에 보여서 정말 좋았다""라고 밝혔다.다니엘은 ""롤라팔루자 같은 큰 무대에 서는 것이 어릴 적부터 꿈이었는데, 그 무대에 올라 너무 행복했다. 그때 느꼈던 감동, 감사, 행복, 흥분 등 모든 감정을 소중히 간직하고 평생 잊지 않을 것""이라고 강조했다.지난 3일(현지 시간) 미국 시카고 그랜트파크 티-모바일 무대에서 공연한 뉴진스는 '하이프 보이'(Hype boy) '쿠키'(Cookie) '허트'(Hurt) '어텐션'(Attention) '디토'(Ditto) '오엠지'(OMG) '뉴 진스'(New Jeans) '슈퍼 샤이'(Super Shy) '이티에이'(ETA) '쿨 위드 유'(Cool With You) '겟 업'(Get Up) '에이에스에이피'(ASAP)까지 총 12곡을 불렀다.



뉴진스가 미니 2집 '겟 업'의 타이틀곡 중 하나인 '슈퍼 샤이' 무대를 하는 모습. 어도어 제공소속사 어도어에 따르면, 당시 현장에는 약 7만 명이 몰려들었다. 뉴진스의 미국 데뷔 무대였음에도 수많은 관객이 뉴진스 곡을 따라 부르며 떼창하는 진풍경을 선보였다. 현지 매체인 시카고 선타임스는 뉴진스 무대에 관해 ""오후 5시대 공연 중에서 (뉴진스 무대에) 가장 많은 관객이 몰린 것으로 보인다""라고 보도한 바 있다.지난달 21일 두 번째 미니앨범 '겟 업'(Get Up)을 내고 활동 중인 뉴진스는 이 앨범으로 미국 빌보드 메인 앨범 차트 '빌보드 200'에서 1위(8월 5일 차트 기준)를 거머쥐었다. 데뷔 1년 만이다.민지는 ""처음 소식을 듣고 정말 놀랐다. 전 세계 버니즈(공식 팬클럽명) 분들이 많은 응원과 사랑을 주셔서 진심으로 감사하다. 앞으로 더 좋은 음악으로 보답하겠다""라고 고마움을 표했다.하니는 ""'빌보드 200' 1위 달성이 쉽지 않은 것을 알고 있다. 데뷔 앨범 때부터 이번 앨범까지 정말 많은 분들의 시간과 노력이 인정받은 것 같아 기쁘다""라고, 혜인은 ""정말 비현실적으로 느껴지고, 신기하고, 감사한 마음이 크다""라고 말했다.다니엘은 ""놀라움과 감사, 그리고 더 잘해야겠다는 복잡한 감정이 든다""라고, 해린은 ""앞으로 새로운 음악으로 다양한 모습들을 보여 드리고 싶다""라고 전했다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn
]"
2023-08-08 11:24:01,"BTS 솔로·뉴진스 잘나가더니...하이브, 반기 매출 1조 시대 개막",https://n.news.naver.com/mnews/article/009/0005169703?sid=101,"[




 뉴진스. 제공|어도어하이브(HYBE, 대표이사 박지원)가 올해 상반기 사상 최대 앨범 판매량 및 콘서트 매출액을 기록하며 매출 1조원을 돌파했다.하이브는 올해 상반기에 매출 1조316억원, 영업이익 1339억원을 달성했다고 8일 공시했다. 매출액은 전년 동기 대비 29.4% 증가했으며, 영업이익은 6.8% 증가했다. 상반기 순이익은 1404억원으로 전년 동기대비 8.4% 늘어났다.현금창출력을 가늠해볼 수 있는 지표인 조정 EBITDA(Adjusted EBITDA)는 1785억원을 기록, 전년 같은 기간에 비해 3.9% 상승, 현금창출력 또한 지속적으로 우상향했다고 하이브는 밝혔다.반기 매출액 1조원 돌파는 하이브 창사 이래 최초다. 영업이익과 당기순이익, 조정 EBITDA도 반기 기준 역대 최대치다.사상 최대 반기 실적에는 앨범 부문의 성장이 가장 큰 기여를 했다. 하이브 레이블즈 아티스트 상반기 앨범 판매량은 2270만장으로 집계됐다. 이는 지난해 1년 동안 판매한 앨범 수(2220만장)를 50만장 초과한 수치로, 상반기 판매만으로 지난해 연간 판매실적을 넘어섰다.



2분기 매출은 6210억원으로 전년 동기 대비 21.2% 증가했으며 당기순이익은 1174억원으로 18.7% 늘었다.다만 영업이익은 813억원으로 지난해 동기보다 7.9% 감소한 것으로 잠정 집계됐다. 그룹 방탄소년단 (BTS) 데뷔 10주년 페스타(FESTA) 관련 비용과 위버스콘 페스티벌에서의 손실이 일부 반영된 까닭이다.매출을 세부적으로 살펴보면 직접참여형으로 분류되는 앨범 부문이 2459억원, 공연 부문이 1575억원으로 압도적 비중을 차지했다.2분기에는 공연 부문의 성장세가 특히 돋보였다. 공연 매출액은 엔데믹의 본격화로 전년 동기보다 85.4%나 증가했다. 방탄소년단(BTS) 멤버 슈가와 투모로우바이투게더의 월드투어, 세븐틴 팬미팅이 2분기에 개최된 데 힘입었다. 공연 매출의 증가는 간접참여형으로 분류되는 투어 MD 매출 증가 효과도 낳았다.3월 인수한 미국 QC미디어홀딩스의 매출 또한 2분기를 기점으로 하이브의 연결 실적에 반영된다. 릴 베이비를 필두로 한 QC미디어홀딩스 아티스트들은 미국 힙합 시장에서의 강자로 거론되고 있으며, 스트리밍 분야에서 꾸준한 실적을 나타내고 있다.팬 커뮤니티 플랫폼 위버스는 국내외 팬들의 ‘데일리 플랫폼’으로 자리매김했다. 그 결과 6월에는 1억 다운로드 고지를 넘어섰다. 7월에는 MAU(월간활성이용자수) 1000만명이라는 신기록을 달성했다.
]"
2023-08-08 10:28:59,"K팝 콘서트 '플랜B' 가동…뉴진스, 잼버리 아쉬움 덜어줄까",https://n.news.naver.com/mnews/article/001/0014118174?sid=103,"[




뉴진스[어도어 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 황재하 임지우 기자 = 진행 과정에서 여러 논란을 낳은 '2023 새만금 세계 스카우트 잼버리'가 하이라이트 행사인 'K팝 슈퍼 라이브' 콘서트에 그룹 뉴진스 등 K팝 스타들을 앞세워 분위기 반전을 이뤄낼지 주목된다.    8일 방송과 공연 업계에 따르면 잼버리 조직위원회는 오는 11일 서울 상암월드컵경기장에서 콘서트를 진행하는 방안을 유력하게 검토 중이다.    그룹 뉴진스는 당초 같은 날 출연할 예정으로 알려졌던 KBS의 '뮤직뱅크'가 결방하면서 이번 콘서트 무대에 오를 것으로 보인다.    뉴진스는 데뷔 1년여 만인 지난주 미니 2집 '겟 업'(Get Up)을 '빌보드 200' 1위에 올리고 타이틀곡 전곡을 메인 싱글 차트인 '핫100'에 진입시키는 등 주목받고 있다. K팝 걸그룹이 '핫100'에 세 곡 이상을 동시에 올려놓은 것은 뉴진스가 처음이다.    이 밖에도 같은 날 방송 예정이었다가 취소된 '뮤직뱅크'에 출연할 계획이었던 다른 가수들도 콘서트에 참여할 가능성이 크다.    한 엔터테인먼트 업계 관계자는 ""'뮤직뱅크'에 출연하기로 돼 있던 가수들이 'K팝 슈퍼 라이브' 무대에 서게 된다고 들었다""며 ""공식 라인업은 조만간 발표될 것""이라고 설명했다.    'K팝 슈퍼 라이브'는 지난 6일 새만금 야외 특설 무대에서 진행될 예정이었으나 온열질환이 우려되는 현장 상황 등을 고려해 11일 전주월드컵경기장으로 일정과 장소가 한 차례 변경됐다.    이후 제6호 태풍 카눈이 처음 예측과 달리 서쪽으로 진로를 틀어 새만금 야영장을 지나갈 것으로 예보되면서 콘서트 장소를 상암월드컵경기장으로 바꾸는 방안이 검토되고 있다.    사전 계획대로라면 아이브(IVE), 제로베이스원(ZEROBASEONE), 엔믹스(NMIXX) 등이 콘서트 무대에 올라야 하지만, 일정이 변경되면서 이들이 참여할 수 있을지 불투명해졌다.    세계적으로 인기를 누리고 있는 방탄소년단(BTS)과 과거 '강남스타일'로 K팝의 인기를 이끌었던 싸이가 참여할 거라는 관측도 있었으나 이들은 일정상 11일 공연이 어려운 상황이다.    jaeh@yna.co.kr
]"
2023.08.08. 오후 3:48,"
			[단독] 뉴진스 이어 권은비·ITZY도 '잼버리 K팝 콘서트' 무대 선다
		",https://n.news.naver.com/mnews/article/312/0000622397?sid=106,"[
				
				
				[텐아시아=윤준호 기자] 
있지 / 사진=텐아시아DB여러 논란을 낳고 있는 '2023 새만금 세계 스카우트 잼버리' K팝 콘서트 무대에 권은비와 있지(ITZY)가 서기로 했다. 전날 뉴진스 출연소식이 전해진 데 이어 출연 라인업이 점차 구체화하는 모습이다. 8일 관련 업계에 따르면, 현재 활동 중인 가수 또는 그룹 다수가 잼버리 K팝 공연에 참여한다. 이들은 모두 오는 11일 뮤직뱅크에 출연하기로 했던 가수들이다.문화체육관광부는 앞서 서울 마포구 소재 서울월드컵경기장에서 'K팝 슈퍼 라이브' 콘서트가 열린다고 밝혔다. 공연 개최 일시는 오는 11일 오후 7시다. 문체부는 서울월드컵경기장으로의 장소 변경은 태풍 카눈이 한반도를 강타한다는 예보에 따른 것이라 밝혔다.잼버리 K팝 콘서트 라인업은 빠른 시일내로 확정될 예정이다. 다만, 당초 같은 날 뮤직뱅크 출연 예정이었던 뉴진스, 권은비, 있지 등이 무대에 오르게 됐다. 
뉴진스 / 사진=텐아시아DB 
권은비 / 사진=텐아시아DB복수의 연예계 관계자는 ""잼버리 콘서트 라인업이 확정되지는 않았다. 하지만, '뮤직뱅크'에 출연하기로 돼 있던 가수들이 무대에 서게 될 것""이라고 입을 모았다. 잼버리 K팝 콘서트는 당초 전북 부안 새만금 야외무대에서 지난 6일 열릴 예정이었다. 갑작스럽게 일정이 변경된 만큼, 엔믹스, 베리베리, 배우 장동윤 등 일부 가수와 MC진의 출연 불발 소식이 전해졌다.현재 '새만금 세계스카우트잼버리' 행사는 졸속행정이라는 비판받고 있다. 부실 운영과 열악한 환경, 여기에 성범죄 의혹으로 파문이 일기도 했다.윤준호 텐아시아 기자 delo410@tenasia.co.kr
			]"
2023-08-08 11:52:56,'BTS·뉴진스 군단' 하이브 상반기 매출 '사상최대' 1조 돌파,https://n.news.naver.com/mnews/article/448/0000422025?sid=101,"[
			하이브가 올해 상반기 사상 최대 앨범 판매량과 공연 매출액을 기록하며 매출 1조원을 돌파했다.다만 방탄소년단 데뷔 10주년 행사와 위버스콘 페스티벌 개최에 따른 영업 비용 증가로 인해 2분기 영업 이익은 813억원으로 소폭 감소했다.매출이 특히 늘어난 분야는 공연이다.방탄소년단 멤버 슈가와 그룹 투모로우바이투게더의 월드 투어, 세븐틴 팬미팅이 2분기에 열렸다.앨범 판매량 역시 지난해 누적 판매량을 올 상반기에 이미 뛰어넘었다.하이브 소속 아티스트의 상반기 총 앨범 판매량은 2,270만장이었다.하이브의 상반기 총 매출은 1조316억원으로 지난해 상반기보다 29.4% 늘었다.
		]"
2023-08-08 06:47:01,지친 잼버리들 달랠까…상암 K팝 콘서트에 걸그룹 ‘뉴진스’ 무대 오른다,https://n.news.naver.com/mnews/article/016/0002180370?sid=102,"[




뉴진스. [어도어 제공][헤럴드경제=문영규 기자] K팝 걸그룹 뉴진스가 11일 서울 월드컵경기장에서 열리는 ‘2023 새만큼 세계스카우트 잼버리 K팝 슈퍼라이브’(잼버리 K팝 콘서트)에 출연한다.8일 조선일보가 관계자를 인용한 보도에 따르면 이번 잼버리 K팝 콘서트에 뉴진스 출연이 확정됐고 이밖에 보이그룹 세븐틴 등은 아직 출연 여부가 유동적인 것으로 알려졌다.이 관계자는 “방탄소년단(BTS)은 일부 멤버가 군 입대를 앞두고 있어 출연이 불투명한 상황”이라고 밝혔다.김현숙 여성가족부 장관은 이날 브리핑에서 “K팝 콘서트 공연계획도 자연재난 비상대피계획 속에서 여러 사안을 점검하고 있다”며 “세계연맹 측의 체류 지역을 고려해, 그 대상에 상암월드컵경기장 등을 대안으로 모색하고 있다”고 했다.이 행사는 당초 지난 6일에 열릴 예정이었지만, 폭염에 따른 안전사고와 온열질환자 발생을 우려해 폐영식이 개최되는 11일로 미뤄졌다.태풍 ‘카눈’이 한반도로 상륙할 가능성이 높아지면서 정부가 플랜B를 가동하고 전북 부안 새만금 잼버리 야영장의 대원들을 수도권 지역 등으로 분산시키면서 K팝 콘서트 장소도 새만금에서 전주월드컵경기장으로 바뀌었다가 서울 상암월드컵경기장으로 다시 옮겨 열리게 됐다.기상청에 따르면 카눈은 오는 9일부터 전국 대부분 지역에 영향을 미칠 것으로 보인다. 태풍은 한반도 전역에 호우·강풍을 몰고 올 것으로 예상된다.태풍으로 새만금 세계스카우트잼버리 조기 종료를 결정하면서 참가자 3만6000여명은 이날 오전 10시부터 순차적으로 야영장에서 떠난다.
]"
2023-08-08 16:01:05,BTS∙뉴진스 동원령?…잼버리 망친 정부의 ‘K팝 돌려막기’,https://n.news.naver.com/mnews/article/028/0002651474?sid=103,"[




그룹 방탄소년단(BTS). 빅히트뮤직 제공‘2023 새만금 세계 스카우트 잼버리’가 정부의 준비 부족으로 사실상 조기 철수하면서 파행을 겪는 가운데, 케이(K)팝과 그룹 방탄소년단(BTS)을 내세워 졸속으로 뒷수습하려는 행태에 대한 비난 여론이 들끓고 있다.잼버리 공식 행사 중 하나인 ‘케이팝 슈퍼 라이브’는 애초 지난 6일 전북 부안 새만금 야외 특설 무대에서 진행할 예정이었다. 하지만 폭염과 열악한 환경으로 온열질환자가 속출하고 여러 문제점이 일어나자 당일 행사를 취소했다. 새만금 잼버리 조직위가 11일 전주월드컵경기장으로 행사를 옮겨 진행하기로 하자 행사 전후인 9일과 12일 경기가 예정돼 있었던 전북 현대 구단과 축구 팬들의 반발이 일었다. 같은 날 전주에서 열리는 음악 축제 ‘전주 얼티밋 뮤직 페스티벌’의 출연자를 빼가려 했다는 의혹도 일었다.제6호 태풍 카눈이 새만금 일대를 지나갈 것으로 예보되면서 상황이 또 바뀌었다. 참가자들이 야영장에서 전면 철수하고 수도권으로 이동하기로 결정하자 문화체육관광부는 공연 장소를 서울 상암월드컵경기장으로 또 한차례 옮긴다고 8일 밝혔다.갑작스럽게 일정과 장소를 변경하면서 출연자 섭외에도 문제가 생겼다. 원래 6일 출연진에 이름을 올렸던 아이브, 제로베이스원 등의 출연이 불투명해진 것이다. 보통 아이돌 가수는 몇달 전부터 일정이 빽빽하게 차 있는 경우가 대부분이다. 엔믹스는 다른 스케줄로 11일 출연이 불가능하다고 밝혔다.



그룹 뉴진스. 어도어 제공그러자 행사 주관 방송사인 한국방송(KBS)이 같은 날 생방송 예정이던 음악 프로그램 ‘뮤직뱅크’를 결방하고 ‘케이팝 슈퍼 라이브’로 사실상 대체하는 고육책을 내놓았다. 애초 ‘뮤직뱅크’에 출연하기로 협의가 됐던 뉴진스 등을 섭외한 데 이어, 다른 출연진도 섭외 중인 것으로 알려졌다. 한 엔터테인먼트 업계 관계자는 “‘뮤직뱅크’에 출연하기로 했던 가수들이 결방으로 일정이 비면서 ‘케이팝 슈퍼 라이브’ 무대에 서게 된다고 들었다”고 귀띔했다.이런 와중에 정부와 여당이 방탄소년단을 여론 무마용으로 활용하려 한다는 비판도 나온다. 방탄소년단은 일부 멤버가 군에 입대해 단체 활동이 불가능한 상태다. 그런데도 박보균 문체부 장관은 지난 6일 언론 브리핑에서 방탄소년단 출연 여부에 대해 “아직 결정되지 않았다”며 여지를 남겨 팬들의 비난을 샀다.급기야 성일종 국민의힘 의원은 8일 자신의 페이스북에 “국방부는 오는 11일 서울에서 있을 케이팝 콘서트에 현재 군인 신분인 비티에스가 모두 함께 참여해 대한민국의 국격을 높일 수 있도록 모든 조처를 해주시길 바란다”고 썼다. 비티에스 멤버인 진과 제이홉이 군 복무 중이고 슈가 등 다른 멤버들도 줄줄이 입대를 앞둔 상황에서 국방부를 통해 압력을 가하려는 의도로 해석될 수 있는 대목이다.정치권까지 나선 사실상 ‘연예인 동원령’ 행태에 비난 여론은 확산 중이다. 한 누리꾼은 댓글에 “팀 활동이 없는 상태에서 갑작스럽게 호출하면 4일 만에 뚝딱 공연이 가능한 건가요? 무능한 정부가 저질러놓은 일을 왜 비티에스가 뒷수습해야 하나요?”라고 적었다. 또 다른 누리꾼은 엑스(X·옛 트위터)에 “정부와 주최 측의 답답한 대처와 운영의 결과가 결국 케이팝 아티스트와 엔터사들에게 돌아가고 있다. 잼버리 참가자들을 위한 선물이란 명목하에 이뤄진 물타기 사태가 국가적 폭력성을 내포하고 있어 우려스럽다”고 남겼다.
]"
